data_carga,UF_PROPONENTE,COD_MUNIC_IBGE,MUNIC_PROPONENTE,NR_PROPOSTA,DIA_PROPOSTA,MODALIDADE,NR_CONVENIO,ANO_Convenio,DIA_ASSIN_CONV,SIT_CONVENIO,INSTRUMENTO_ATIVO,PROGRAMA,ACAO,VL_GLOBAL_CONV,VL_REPASSE_CONV,VL_CONTRAPARTIDA_CONV,VL_EMPENHADO_CONV,VL_DESEMBOLSADO_CONV,VL_SALDO_REMAN_TESOURO,VL_SALDO_REMAN_CONVENENTE,VL_RENDIMENTO_APLICACAO,VL_INGRESSO_CONTRAPARTIDA,VL_SALDO_CONTA,VALOR_GLOBAL_ORIGINAL_CONV,NOME_FORNECEDOR,IDENTIF_FORNECEDOR,ANO_pgto,CATEGORIA_SUGERIDA,CATEGORIA_ROTAS,Divisao,VALOR_AGREGADO,QTD_AGREGADA,soma_vlr_agregado,UNIDADE_ITEM_INVESTIMENTO_META,MAX_QUANTIDADE_M2,custoM2,MEDIANA_CUSTO_M2,M2_estimado,KM_estimado
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,GRAFICA E EDITORA MATSUNAGA LTDA.,07462215000173,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,20000.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,GW ASSESSORIA LTDA,36154846000123,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,123900.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,H & H TURISMO E TRANSPORTE CONTINUO E EVENTUAL LTDA,09487503000108,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,7700.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,"INSTITUTO TECNICO DE ENSINO, PESQUISA E EXTENSAO EM AGROECOLOGIA LAUDENOR DE SOUZA",08140247000115,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,262100.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,KEMELLY THAIS CUSTODIO BONFIM,***96069***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,804.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,LEANDRA BRASIL DA CRUZ,***56514***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,800.01,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,LEONARDO PENAFIEL PINHO,***68279***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,13080.13,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,LETICIA TOMAZ DE PAULA,***36256***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,1340.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,LUAN TURISMO E LOCACAO DE VEICULOS LTDA,38809539000169,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,1740.6,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,MAESOL BUFFET E COMERCIO DE ALIMENTOS LTDA,11278956000176,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,12500.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,MARCOS PAULO MACIENTE MARTINEZ,***34153***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,266.67,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,MINADABE PARRA LINO,***66169***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,266.67,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,PAULO CESAR SOARES DE LIMA,***73400***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,2144.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,PAULO DUARTE DE CARVALHO AMARANTE,***04991***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,800.01,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,PEDRO SISCAR LAGO,***95540***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,2144.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,RAFAEL PASSOS GASPAROTTO,***36651***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,268.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,RAUL MORENO CALAZANS,***23777***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,2144.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,ROSOLEN TRANSPORTES E TURISMO LTDA,68912054000167,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,2100.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,SEBASTIAO MACEDO PEREIRA,***38998***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,2144.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,SIMONE TOMAZ DOS SANTOS,***86734***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,1340.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,SOFIA ALFREDO DE CAMPOS,***75883***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,1072.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,THAIS CRISTINA DE OLIVEIRA REICHERT,***63731***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,2144.0,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,THAYNA MONTANARI SABOR,***75873***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,800.01,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,VANDERLI ASSUNCAO FERRAREZI,***13046***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,2400.03,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,WENDERSON GASPAROTTO,***37290***,2022.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,13859.810000000001,1.0,,,,,95.30147581616407,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,A D THIMOTEO GESTAO,34386317000120,2023.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,4500.0,1.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,COOPACESSO COOPERATIVA DE TRABALHO ACESSO CULTURAL EDUCACIONAL SUSTENTAVEL SOLIDARIA,23172432000185,2023.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,2126.0,1.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,GW ASSESSORIA LTDA,36154846000123,2023.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,11400.0,1.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,VANDERLI ASSUNCAO FERRAREZI,***13046***,2023.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,3733.38,1.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,SP,3548708,SÃO BERNARDO DO CAMPO,6127/2020,2020-04-13,TERMO DE FOMENTO,899941,2020,2020-12-31,Prestação de Contas em Análise,SIM,"2217 - Desenvolvimento Regional, Territorial e Urbano",214S,1039900.0,1000000.0,0.0,1000000.0,1000000.0,12507.65,,39900.0,,0.0,,WENDERSON GASPAROTTO,***37290***,2023.0,Serviços de consultoria/treinamento ou assistência técnica,,Capacitações,7733.43,1.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,MG,3114006,CARMO DA MATA,2733/2020,2020-03-11,CONTRATO DE REPASSE,899959,2020,2020-07-03,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,300719.35,238856.0,61863.35,238856.0,238856.0,25997.55,,,61863.35,0.0,243856.0,CONSTRUTORA VALENTE LTDA,42965015000134,2023.0,Pavimentação de Vias,,Obras,295385.38,1.0,295385.38,M2,2726.63,108.3335032622688,102.66688790504051,2726.63,0.45443833333333333
2026-06-01 06:52:13,MG,3145877,ORIZÂNIA,459/2020,2020-02-28,CONTRATO DE REPASSE,899961,2020,2020-06-25,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,291179.48,287306.0,3873.48,287306.0,287306.0,16855.18,,,3873.48,0.0,295000.0,LP&M CONSTRUCOES LTDA,43374564000105,2022.0,Pavimentação de Vias,,Obras,267885.12,1.0,267885.12,M2,2727.2,98.22716339102377,95.30147581616407,2727.2,0.4545333333333333
2026-06-01 06:52:13,MG,3168051,TAPARUBA,6103/2020,2020-04-09,CONTRATO DE REPASSE,899962,2020,2020-06-18,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,343041.38,287306.0,55735.38,287306.0,287306.0,14958.66,,,55735.38,0.0,297842.64,BRT SOLUCOES LTDA,46877667000178,2023.0,Ponte - Obras,,Obras,270066.08,1.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,MG,3168051,TAPARUBA,6103/2020,2020-04-09,CONTRATO DE REPASSE,899962,2020,2020-06-18,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,343041.38,287306.0,55735.38,287306.0,287306.0,14958.66,,,55735.38,0.0,297842.64,BRT SOLUCOES LTDA,46877667000178,2024.0,Ponte - Obras,,Obras,53061.69,1.0,,,,,109.82323935882928,,
2026-06-01 06:52:13,CE,2307809,MARCO,591/2020,2020-02-28,CONTRATO DE REPASSE,900285,2020,2020-09-18,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1006161.67,960019.0,46142.67,960019.0,960019.0,95612.49,,,45270.66,0.0,960980.0,RVP CONSTRUCOES & SERVICOS LTDA.,07876676000192,2022.0,Recapeamento de Vias,,Obras,418434.73,1.0,910437.1,,,,95.30147581616407,4390.642709533248,0.731773784922208
2026-06-01 06:52:13,CE,2307809,MARCO,591/2020,2020-02-28,CONTRATO DE REPASSE,900285,2020,2020-09-18,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1006161.67,960019.0,46142.67,960019.0,960019.0,95612.49,,,45270.66,0.0,960980.0,RVP CONSTRUCOES & SERVICOS LTDA.,07876676000192,2023.0,Recapeamento de Vias,,Obras,492002.37,1.0,910437.1,,,,102.66688790504051,4792.22054977518,0.79870342496253
2026-06-01 06:52:13,RS,4312377,MONTE ALEGRE DOS CAMPOS,4359/2020,2020-03-13,CONTRATO DE REPASSE,900313,2020,2020-06-18,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,332807.28,238856.0,93951.28,238856.0,238856.0,4713.68,,,93951.28,0.0,250000.0,CONSTRUCOES E PAVIMENTACOES LLA LTDA,22370847000109,2021.0,Recapeamento de Vias,,Obras,108080.27,1.0,320166.44,M2,,,91.21071083916237,1184.9515150757327,0.1974919191792888
2026-06-01 06:52:13,RS,4312377,MONTE ALEGRE DOS CAMPOS,4359/2020,2020-03-13,CONTRATO DE REPASSE,900313,2020,2020-06-18,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,332807.28,238856.0,93951.28,238856.0,238856.0,4713.68,,,93951.28,0.0,250000.0,CONSTRUCOES E PAVIMENTACOES LLA LTDA,22370847000109,2022.0,Recapeamento de Vias,,Obras,212086.16999999998,1.0,320166.44,M2,,,95.30147581616407,2225.4237742247856,0.3709039623707976
2026-06-01 06:52:13,RS,4322509,VACARIA,2678/2020,2020-03-11,CONTRATO DE REPASSE,900315,2020,2020-06-25,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,306342.44,238856.0,67486.44,238856.0,238856.0,5071.21,,,67486.44,0.0,242144.34,CONSTRUCOES E PAVIMENTACOES LLA LTDA,22370847000109,2022.0,Pavimentação de Vias,,Obras,297458.18,1.0,297458.18,M2,4063.65,73.1997539158146,95.30147581616407,4063.65,0.677275
2026-06-01 06:52:13,CE,2310803,PEREIRO,2047/2020,2020-03-09,CONTRATO DE REPASSE,900425,2020,2020-08-25,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1027959.36,960019.0,67940.36,960019.0,960019.0,41320.03,43009.49,,67940.36,0.0,961500.0,B N DE FREITAS BNF ENGENHARIA UNIPESSOAL LTDA,17274179000178,2022.0,Recapeamento de Vias,,Obras,951323.68,1.0,951323.68,M2,68998.0,13.787699353604452,95.30147581616407,68998.0,11.499666666666666
2026-06-01 06:52:13,SP,3502101,ANDRADINA,786/2020,2020-03-02,CONTRATO DE REPASSE,900431,2020,2020-07-03,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,434114.88,384205.0,49909.88,384205.0,384205.0,23107.19,,,49909.88,0.0,390000.0,CCF CONSTRUTORA COUTO E FILHOS LTDA,03066854000169,2022.0,Pavimentação de Vias,,Obras,424130.24,1.0,424130.24,M2,3240.0,130.9043950617284,95.30147581616407,3240.0,0.54
2026-06-01 06:52:13,CE,2304509,FRECHEIRINHA,3283/2020,2020-03-12,CONTRATO DE REPASSE,900432,2020,2020-07-22,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,494030.17,481104.0,12926.17,481104.0,481104.0,43924.15,,,12271.62,0.0,481654.0,R A CONSTRUTORA LTDA,13772961000166,2022.0,Pavimentação de Vias,,Obras,442402.0,1.0,442402.0,M2,7893.3,56.047787363966904,95.30147581616407,7893.3,1.31555
2026-06-01 06:52:13,CE,2313104,TABULEIRO DO NORTE,3107/2020,2020-03-11,CONTRATO DE REPASSE,900433,2020,2020-07-30,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,500436.75,481104.0,19332.75,481104.0,481104.0,37013.31,1429.89,,18637.71,0.0,501150.0,ITAMETAL - CONSTRUCOES E SERVICOS EIRELI,15267710000150,2023.0,Pavimentação de Vias,,Obras,465077.38,1.0,465077.38,M2,47150.0,9.863783244962885,102.66688790504051,47150.0,7.858333333333333
2026-06-01 06:52:13,PA,1501451,BELTERRA,5243/2020,2020-03-14,CONTRATO DE REPASSE,900434,2020,2020-06-26,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,300900.75,238856.0,62044.75,5013.44,238856.0,18099.07,,,62044.75,0.0,298856.0,HIDRONORTE PERFURACAO DE POCOS LTDA,04505156000185,2023.0,Sistema de abastecimento de água - Obras,,Obras,151199.03,1.0,,,,,102.66688790504051,,
2026-06-01 06:52:13,PA,1501451,BELTERRA,5243/2020,2020-03-14,CONTRATO DE REPASSE,900434,2020,2020-06-26,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,300900.75,238856.0,62044.75,5013.44,238856.0,18099.07,,,62044.75,0.0,298856.0,HIDRONORTE PERFURACAO DE POCOS LTDA,04505156000185,2024.0,Sistema de abastecimento de água - Obras,,Obras,143165.85,1.0,,,,,109.82323935882928,,
2026-06-01 06:52:13,CE,2304251,CRUZ,3713/2020,2020-03-12,CONTRATO DE REPASSE,900435,2020,2020-07-23,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1010898.91,960019.0,50879.91,960019.0,960019.0,74449.48,,,49810.73,0.0,966842.76,VK CONSTRUCOES E EMPREENDIMENTOS LTDA,09042893000102,2022.0,Pavimentação de Vias,,Obras,951251.9900000001,1.0,951251.9900000001,M2,8334.12,114.13946403459514,95.30147581616407,8334.12,1.3890200000000001
2026-06-01 06:52:13,PI,2211001,TERESINA,6032/2020,2020-04-09,CONTRATO DE REPASSE,900436,2020,2020-08-26,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1066930.0,960237.0,106693.0,912225.15,960237.0,643049.26,71449.91,,108749.11,0.0,,EXPANDIR ENGENHARIA LTDA,03862309000189,2023.0,Pavimentação de Vias,,Obras,380065.02,1.0,380065.02,M2,,,102.66688790504051,3701.9240356397363,0.6169873392732894
2026-06-01 06:52:13,CE,2304103,CRATEÚS,2320/2020,2020-03-10,CONTRATO DE REPASSE,900437,2020,2020-11-19,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1056178.94,960019.0,96159.94,960019.0,960019.0,188911.32,,,93285.2,0.0,962019.0,A T L CONSTRUCOES E SERVICOS LTDA,04302210000195,2023.0,Pavimentação de Vias,,Obras,793827.98,1.0,939561.9299999999,M2,,,102.66688790504051,7732.0740522906835,1.2886790087151139
2026-06-01 06:52:13,CE,2304103,CRATEÚS,2320/2020,2020-03-10,CONTRATO DE REPASSE,900437,2020,2020-11-19,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1056178.94,960019.0,96159.94,960019.0,960019.0,188911.32,,,93285.2,0.0,962019.0,A T L CONSTRUCOES E SERVICOS LTDA,04302210000195,2024.0,Pavimentação de Vias,,Obras,145733.95,1.0,939561.9299999999,M2,,,109.82323935882928,1326.9864452262095,0.22116440753770159
2026-06-01 06:52:13,CE,2304202,CRATO,2553/2020,2020-03-10,CONTRATO DE REPASSE,900438,2020,2020-07-10,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1539783.18,1441714.0,98069.18,1441714.0,1441714.0,153707.2,,,77883.58,0.0,1444714.0,GR MAQUINAS EMPREENDIMENTOS LTDA,21868248000149,2022.0,Pavimentação de Vias,,Obras,580583.55,1.0,1519597.58,M2,8268.0,183.79264392839866,95.30147581616407,3158.9052618786086,0.5264842103131014
2026-06-01 06:52:13,CE,2304202,CRATO,2553/2020,2020-03-10,CONTRATO DE REPASSE,900438,2020,2020-07-10,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1539783.18,1441714.0,98069.18,1441714.0,1441714.0,153707.2,,,77883.58,0.0,1444714.0,GR MAQUINAS EMPREENDIMENTOS LTDA,21868248000149,2023.0,Pavimentação de Vias,,Obras,755410.9299999999,1.0,1519597.58,M2,8268.0,183.79264392839863,102.66688790504051,4110.126030366539,0.6850210050610899
2026-06-01 06:52:13,CE,2304202,CRATO,2553/2020,2020-03-10,CONTRATO DE REPASSE,900438,2020,2020-07-10,Prestação de Contas Concluída,NÃO,"2217 - Desenvolvimento Regional, Territorial e Urbano",7K66,1539783.18,1441714.0,98069.18,1441714.0,1441714.0,153707.2,,,77883.58,0.0,1444714.0,GR MAQUINAS EMPREENDIMENTOS LTDA,21868248000149,2024.0,Pavimentação de Vias,,Obras,183603.1,1.0,1519597.58,M2,8268.0,183.79264392839866,109.82323935882928,998.9687077548517,0.16649478462580863
